日付,製品コード,製品,販売数,単価,売上金額,曜日,月,年
2022-04-07,P001,製品A,124,1000,124000,木,4,2022
2022-04-07,P002,製品B,150,1500,225000,木,4,2022
2022-04-07,P003,製品C,209,2000,418000,木,4,2022
2022-04-07,P004,製品D,308,2500,770000,木,4,2022
2022-04-07,P005,製品E,349,3000,1047000,木,4,2022
2022-04-08,P001,製品A,123,1000,123000,金,4,2022
2022-04-08,P002,製品B,188,1500,282000,金,4,2022
2022-04-08,P003,製品C,206,2000,412000,金,4,2022
2022-04-08,P004,製品D,289,2500,722500,金,4,2022
2022-04-08,P005,製品E,302,3000,906000,金,4,2022
2022-04-09,P001,製品A,73,1000,73000,土,4,2022
2022-04-09,P002,製品B,108,1500,162000,土,4,2022
2022-04-09,P003,製品C,178,2000,356000,土,4,2022
2022-04-09,P004,製品D,234,2500,585000,土,4,2022
2022-04-09,P005,製品E,273,3000,819000,土,4,2022
2022-04-10,P001,製品A,59,1000,59000,日,4,2022
2022-04-10,P002,製品B,78,1500,117000,日,4,2022
2022-04-10,P003,製品C,107,2000,214000,日,4,2022
2022-04-10,P004,製品D,166,2500,415000,日,4,2022
2022-04-10,P005,製品E,150,3000,450000,日,4,2022
2022-04-11,P001,製品A,119,1000,119000,月,4,2022
2022-04-11,P002,製品B,171,1500,256500,月,4,2022
2022-04-11,P003,製品C,231,2000,462000,月,4,2022
2022-04-11,P004,製品D,262,2500,655000,月,4,2022
2022-04-11,P005,製品E,364,3000,1092000,月,4,2022
2022-04-12,P001,製品A,123,1000,123000,火,4,2022
2022-04-12,P002,製品B,158,1500,237000,火,4,2022
2022-04-12,P003,製品C,239,2000,478000,火,4,2022
2022-04-12,P004,製品D,249,2500,622500,火,4,2022
2022-04-12,P005,製品E,377,3000,1131000,火,4,2022
2022-04-13,P001,製品A,130,1000,130000,水,4,2022
2022-04-13,P002,製品B,153,1500,229500,水,4,2022
2022-04-13,P003,製品C,204,2000,408000,水,4,2022
2022-04-13,P004,製品D,261,2500,652500,水,4,2022
2022-04-13,P005,製品E,351,3000,1053000,水,4,2022
2022-04-14,P001,製品A,112,1000,112000,木,4,2022
2022-04-14,P002,製品B,162,1500,243000,木,4,2022
2022-04-14,P003,製品C,241,2000,482000,木,4,2022
2022-04-14,P004,製品D,278,2500,695000,木,4,2022
2022-04-14,P005,製品E,352,3000,1056000,木,4,2022
2022-04-15,P001,製品A,119,1000,119000,金,4,2022
2022-04-15,P002,製品B,170,1500,255000,金,4,2022
2022-04-15,P003,製品C,256,2000,512000,金,4,2022
2022-04-15,P004,製品D,251,2500,627500,金,4,2022
2022-04-15,P005,製品E,381,3000,1143000,金,4,2022
2022-04-16,P001,製品A,83,1000,83000,土,4,2022
2022-04-16,P002,製品B,132,1500,198000,土,4,2022
2022-04-16,P003,製品C,144,2000,288000,土,4,2022
2022-04-16,P004,製品D,186,2500,465000,土,4,2022
2022-04-16,P005,製品E,254,3000,762000,土,4,2022
2022-04-17,P001,製品A,54,1000,54000,日,4,2022
2022-04-17,P002,製品B,84,1500,126000,日,4,2022
2022-04-17,P003,製品C,109,2000,218000,日,4,2022
2022-04-17,P004,製品D,143,2500,357500,日,4,2022
2022-04-17,P005,製品E,176,3000,528000,日,4,2022
2022-04-18,P001,製品A,130,1000,130000,月,4,2022
2022-04-18,P002,製品B,152,1500,228000,月,4,2022
2022-04-18,P003,製品C,213,2000,426000,月,4,2022
2022-04-18,P004,製品D,260,2500,650000,月,4,2022
2022-04-18,P005,製品E,382,3000,1146000,月,4,2022
2022-04-19,P001,製品A,125,1000,125000,火,4,2022
2022-04-19,P002,製品B,188,1500,282000,火,4,2022
2022-04-19,P003,製品C,212,2000,424000,火,4,2022
2022-04-19,P004,製品D,265,2500,662500,火,4,2022
2022-04-19,P005,製品E,324,3000,972000,火,4,2022
2022-04-20,P001,製品A,119,1000,119000,水,4,2022
2022-04-20,P002,製品B,195,1500,292500,水,4,2022
2022-04-20,P003,製品C,243,2000,486000,水,4,2022
2022-04-20,P004,製品D,285,2500,712500,水,4,2022
2022-04-20,P005,製品E,320,3000,960000,水,4,2022
2022-04-21,P001,製品A,120,1000,120000,木,4,2022
2022-04-21,P002,製品B,182,1500,273000,木,4,2022
2022-04-21,P003,製品C,263,2000,526000,木,4,2022
2022-04-21,P004,製品D,307,2500,767500,木,4,2022
2022-04-21,P005,製品E,388,3000,1164000,木,4,2022
2022-04-22,P001,製品A,129,1000,129000,金,4,2022
2022-04-22,P002,製品B,159,1500,238500,金,4,2022
2022-04-22,P003,製品C,253,2000,506000,金,4,2022
2022-04-22,P004,製品D,274,2500,685000,金,4,2022
2022-04-22,P005,製品E,331,3000,993000,金,4,2022
2022-04-23,P001,製品A,86,1000,86000,土,4,2022
2022-04-23,P002,製品B,136,1500,204000,土,4,2022
2022-04-23,P003,製品C,168,2000,336000,土,4,2022
2022-04-23,P004,製品D,221,2500,552500,土,4,2022
2022-04-23,P005,製品E,227,3000,681000,土,4,2022
2022-04-24,P001,製品A,65,1000,65000,日,4,2022
2022-04-24,P002,製品B,85,1500,127500,日,4,2022
2022-04-24,P003,製品C,101,2000,202000,日,4,2022
2022-04-24,P004,製品D,143,2500,357500,日,4,2022
2022-04-24,P005,製品E,195,3000,585000,日,4,2022
2022-04-25,P001,製品A,133,1000,133000,月,4,2022
2022-04-25,P002,製品B,192,1500,288000,月,4,2022
2022-04-25,P003,製品C,203,2000,406000,月,4,2022
2022-04-25,P004,製品D,309,2500,772500,月,4,2022
2022-04-25,P005,製品E,331,3000,993000,月,4,2022
2022-04-26,P001,製品A,120,1000,120000,火,4,2022
2022-04-26,P002,製品B,168,1500,252000,火,4,2022
2022-04-26,P003,製品C,260,2000,520000,火,4,2022
2022-04-26,P004,製品D,297,2500,742500,火,4,2022
2022-04-26,P005,製品E,376,3000,1128000,火,4,2022
2022-04-27,P001,製品A,112,1000,112000,水,4,2022
2022-04-27,P002,製品B,164,1500,246000,水,4,2022
2022-04-27,P003,製品C,204,2000,408000,水,4,2022
2022-04-27,P004,製品D,295,2500,737500,水,4,2022
2022-04-27,P005,製品E,378,3000,1134000,水,4,2022
2022-04-28,P001,製品A,106,1000,106000,木,4,2022
2022-04-28,P002,製品B,180,1500,270000,木,4,2022
2022-04-28,P003,製品C,259,2000,518000,木,4,2022
2022-04-28,P004,製品D,260,2500,650000,木,4,2022
2022-04-28,P005,製品E,326,3000,978000,木,4,2022
2022-04-29,P001,製品A,111,1000,111000,金,4,2022
2022-04-29,P002,製品B,198,1500,297000,金,4,2022
2022-04-29,P003,製品C,209,2000,418000,金,4,2022
2022-04-29,P004,製品D,315,2500,787500,金,4,2022
2022-04-29,P005,製品E,348,3000,1044000,金,4,2022
2022-04-30,P001,製品A,91,1000,91000,土,4,2022
2022-04-30,P002,製品B,105,1500,157500,土,4,2022
2022-04-30,P003,製品C,175,2000,350000,土,4,2022
2022-04-30,P004,製品D,186,2500,465000,土,4,2022
2022-04-30,P005,製品E,265,3000,795000,土,4,2022
2022-05-01,P001,製品A,67,1000,67000,日,5,2022
2022-05-01,P002,製品B,92,1500,138000,日,5,2022
2022-05-01,P003,製品C,133,2000,266000,日,5,2022
2022-05-01,P004,製品D,159,2500,397500,日,5,2022
2022-05-01,P005,製品E,199,3000,597000,日,5,2022
2022-05-02,P001,製品A,122,1000,122000,月,5,2022
2022-05-02,P002,製品B,206,1500,309000,月,5,2022
2022-05-02,P003,製品C,283,2000,566000,月,5,2022
2022-05-02,P004,製品D,364,2500,910000,月,5,2022
2022-05-02,P005,製品E,440,3000,1320000,月,5,2022
2022-05-03,P001,製品A,125,1000,125000,火,5,2022
2022-05-03,P002,製品B,180,1500,270000,火,5,2022
2022-05-03,P003,製品C,293,2000,586000,火,5,2022
2022-05-03,P004,製品D,364,2500,910000,火,5,2022
2022-05-03,P005,製品E,349,3000,1047000,火,5,2022
2022-05-04,P001,製品A,125,1000,125000,水,5,2022
2022-05-04,P002,製品B,181,1500,271500,水,5,2022
2022-05-04,P003,製品C,269,2000,538000,水,5,2022
2022-05-04,P004,製品D,278,2500,695000,水,5,2022
2022-05-04,P005,製品E,424,3000,1272000,水,5,2022
2022-05-05,P001,製品A,128,1000,128000,木,5,2022
2022-05-05,P002,製品B,173,1500,259500,木,5,2022
2022-05-05,P003,製品C,283,2000,566000,木,5,2022
2022-05-05,P004,製品D,359,2500,897500,木,5,2022
2022-05-05,P005,製品E,407,3000,1221000,木,5,2022
2022-05-06,P001,製品A,110,1000,110000,金,5,2022
2022-05-06,P002,製品B,177,1500,265500,金,5,2022
2022-05-06,P003,製品C,243,2000,486000,金,5,2022
2022-05-06,P004,製品D,320,2500,800000,金,5,2022
2022-05-06,P005,製品E,391,3000,1173000,金,5,2022
2022-05-07,P001,製品A,92,1000,92000,土,5,2022
2022-05-07,P002,製品B,150,1500,225000,土,5,2022
2022-05-07,P003,製品C,186,2000,372000,土,5,2022
2022-05-07,P004,製品D,245,2500,612500,土,5,2022
2022-05-07,P005,製品E,256,3000,768000,土,5,2022
2022-05-08,P001,製品A,60,1000,60000,日,5,2022
2022-05-08,P002,製品B,106,1500,159000,日,5,2022
2022-05-08,P003,製品C,122,2000,244000,日,5,2022
2022-05-08,P004,製品D,178,2500,445000,日,5,2022
2022-05-08,P005,製品E,206,3000,618000,日,5,2022
2022-05-09,P001,製品A,146,1000,146000,月,5,2022
2022-05-09,P002,製品B,202,1500,303000,月,5,2022
2022-05-09,P003,製品C,227,2000,454000,月,5,2022
2022-05-09,P004,製品D,347,2500,867500,月,5,2022
2022-05-09,P005,製品E,336,3000,1008000,月,5,2022
2022-05-10,P001,製品A,109,1000,109000,火,5,2022
2022-05-10,P002,製品B,210,1500,315000,火,5,2022
2022-05-10,P003,製品C,285,2000,570000,火,5,2022
2022-05-10,P004,製品D,284,2500,710000,火,5,2022
2022-05-10,P005,製品E,368,3000,1104000,火,5,2022
2022-05-11,P001,製品A,142,1000,142000,水,5,2022
2022-05-11,P002,製品B,214,1500,321000,水,5,2022
2022-05-11,P003,製品C,240,2000,480000,水,5,2022
2022-05-11,P004,製品D,335,2500,837500,水,5,2022
2022-05-11,P005,製品E,342,3000,1026000,水,5,2022
2022-05-12,P001,製品A,116,1000,116000,木,5,2022
2022-05-12,P002,製品B,170,1500,255000,木,5,2022
2022-05-12,P003,製品C,254,2000,508000,木,5,2022
2022-05-12,P004,製品D,359,2500,897500,木,5,2022
2022-05-12,P005,製品E,343,3000,1029000,木,5,2022
2022-05-13,P001,製品A,132,1000,132000,金,5,2022
2022-05-13,P002,製品B,221,1500,331500,金,5,2022
2022-05-13,P003,製品C,270,2000,540000,金,5,2022
2022-05-13,P004,製品D,352,2500,880000,金,5,2022
2022-05-13,P005,製品E,342,3000,1026000,金,5,2022
2022-05-14,P001,製品A,91,1000,91000,土,5,2022
2022-05-14,P002,製品B,151,1500,226500,土,5,2022
2022-05-14,P003,製品C,177,2000,354000,土,5,2022
2022-05-14,P004,製品D,225,2500,562500,土,5,2022
2022-05-14,P005,製品E,251,3000,753000,土,5,2022
2022-05-15,P001,製品A,58,1000,58000,日,5,2022
2022-05-15,P002,製品B,86,1500,129000,日,5,2022
2022-05-15,P003,製品C,123,2000,246000,日,5,2022
2022-05-15,P004,製品D,184,2500,460000,日,5,2022
2022-05-15,P005,製品E,196,3000,588000,日,5,2022
2022-05-16,P001,製品A,125,1000,125000,月,5,2022
2022-05-16,P002,製品B,177,1500,265500,月,5,2022
2022-05-16,P003,製品C,232,2000,464000,月,5,2022
2022-05-16,P004,製品D,326,2500,815000,月,5,2022
2022-05-16,P005,製品E,385,3000,1155000,月,5,2022
2022-05-17,P001,製品A,128,1000,128000,火,5,2022
2022-05-17,P002,製品B,180,1500,270000,火,5,2022
2022-05-17,P003,製品C,251,2000,502000,火,5,2022
2022-05-17,P004,製品D,365,2500,912500,火,5,2022
2022-05-17,P005,製品E,350,3000,1050000,火,5,2022
2022-05-18,P001,製品A,146,1000,146000,水,5,2022
2022-05-18,P002,製品B,181,1500,271500,水,5,2022
2022-05-18,P003,製品C,243,2000,486000,水,5,2022
2022-05-18,P004,製品D,291,2500,727500,水,5,2022
2022-05-18,P005,製品E,409,3000,1227000,水,5,2022
2022-05-19,P001,製品A,115,1000,115000,木,5,2022
2022-05-19,P002,製品B,183,1500,274500,木,5,2022
2022-05-19,P003,製品C,264,2000,528000,木,5,2022
2022-05-19,P004,製品D,279,2500,697500,木,5,2022
2022-05-19,P005,製品E,435,3000,1305000,木,5,2022
2022-05-20,P001,製品A,133,1000,133000,金,5,2022
2022-05-20,P002,製品B,170,1500,255000,金,5,2022
2022-05-20,P003,製品C,269,2000,538000,金,5,2022
2022-05-20,P004,製品D,307,2500,767500,金,5,2022
2022-05-20,P005,製品E,411,3000,1233000,金,5,2022
2022-05-21,P001,製品A,101,1000,101000,土,5,2022
2022-05-21,P002,製品B,134,1500,201000,土,5,2022
2022-05-21,P003,製品C,185,2000,370000,土,5,2022
2022-05-21,P004,製品D,254,2500,635000,土,5,2022
2022-05-21,P005,製品E,251,3000,753000,土,5,2022
2022-05-22,P001,製品A,55,1000,55000,日,5,2022
2022-05-22,P002,製品B,82,1500,123000,日,5,2022
2022-05-22,P003,製品C,115,2000,230000,日,5,2022
2022-05-22,P004,製品D,178,2500,445000,日,5,2022
2022-05-22,P005,製品E,212,3000,636000,日,5,2022
2022-05-23,P001,製品A,110,1000,110000,月,5,2022
2022-05-23,P002,製品B,211,1500,316500,月,5,2022
2022-05-23,P003,製品C,239,2000,478000,月,5,2022
2022-05-23,P004,製品D,284,2500,710000,月,5,2022
2022-05-23,P005,製品E,384,3000,1152000,月,5,2022
2022-05-24,P001,製品A,114,1000,114000,火,5,2022
2022-05-24,P002,製品B,169,1500,253500,火,5,2022
2022-05-24,P003,製品C,235,2000,470000,火,5,2022
2022-05-24,P004,製品D,312,2500,780000,火,5,2022
2022-05-24,P005,製品E,340,3000,1020000,火,5,2022
2022-05-25,P001,製品A,132,1000,132000,水,5,2022
2022-05-25,P002,製品B,219,1500,328500,水,5,2022
2022-05-25,P003,製品C,269,2000,538000,水,5,2022
2022-05-25,P004,製品D,312,2500,780000,水,5,2022
2022-05-25,P005,製品E,374,3000,1122000,水,5,2022
2022-05-26,P001,製品A,146,1000,146000,木,5,2022
2022-05-26,P002,製品B,193,1500,289500,木,5,2022
2022-05-26,P003,製品C,230,2000,460000,木,5,2022
2022-05-26,P004,製品D,337,2500,842500,木,5,2022
2022-05-26,P005,製品E,393,3000,1179000,木,5,2022
2022-05-27,P001,製品A,131,1000,131000,金,5,2022
2022-05-27,P002,製品B,177,1500,265500,金,5,2022
2022-05-27,P003,製品C,244,2000,488000,金,5,2022
2022-05-27,P004,製品D,343,2500,857500,金,5,2022
2022-05-27,P005,製品E,421,3000,1263000,金,5,2022
2022-05-28,P001,製品A,100,1000,100000,土,5,2022
2022-05-28,P002,製品B,134,1500,201000,土,5,2022
2022-05-28,P003,製品C,155,2000,310000,土,5,2022
2022-05-28,P004,製品D,242,2500,605000,土,5,2022
2022-05-28,P005,製品E,260,3000,780000,土,5,2022
2022-05-29,P001,製品A,56,1000,56000,日,5,2022
2022-05-29,P002,製品B,86,1500,129000,日,5,2022
2022-05-29,P003,製品C,138,2000,276000,日,5,2022
2022-05-29,P004,製品D,146,2500,365000,日,5,2022
2022-05-29,P005,製品E,193,3000,579000,日,5,2022
2022-05-30,P001,製品A,148,1000,148000,月,5,2022
2022-05-30,P002,製品B,174,1500,261000,月,5,2022
2022-05-30,P003,製品C,238,2000,476000,月,5,2022
2022-05-30,P004,製品D,339,2500,847500,月,5,2022
2022-05-30,P005,製品E,347,3000,1041000,月,5,2022
2022-05-31,P001,製品A,113,1000,113000,火,5,2022
2022-05-31,P002,製品B,214,1500,321000,火,5,2022
2022-05-31,P003,製品C,256,2000,512000,火,5,2022
2022-05-31,P004,製品D,275,2500,687500,火,5,2022
2022-05-31,P005,製品E,422,3000,1266000,火,5,2022
2022-06-01,P001,製品A,129,1000,129000,水,6,2022
2022-06-01,P002,製品B,214,1500,321000,水,6,2022
2022-06-01,P003,製品C,254,2000,508000,水,6,2022
2022-06-01,P004,製品D,286,2500,715000,水,6,2022
2022-06-01,P005,製品E,411,3000,1233000,水,6,2022
2022-06-02,P001,製品A,152,1000,152000,木,6,2022
2022-06-02,P002,製品B,209,1500,313500,木,6,2022
2022-06-02,P003,製品C,302,2000,604000,木,6,2022
2022-06-02,P004,製品D,321,2500,802500,木,6,2022
2022-06-02,P005,製品E,447,3000,1341000,木,6,2022
2022-06-03,P001,製品A,151,1000,151000,金,6,2022
2022-06-03,P002,製品B,178,1500,267000,金,6,2022
2022-06-03,P003,製品C,241,2000,482000,金,6,2022
2022-06-03,P004,製品D,377,2500,942500,金,6,2022
2022-06-03,P005,製品E,398,3000,1194000,金,6,2022
2022-06-04,P001,製品A,87,1000,87000,土,6,2022
2022-06-04,P002,製品B,146,1500,219000,土,6,2022
2022-06-04,P003,製品C,173,2000,346000,土,6,2022
2022-06-04,P004,製品D,233,2500,582500,土,6,2022
2022-06-04,P005,製品E,244,3000,732000,土,6,2022
2022-06-05,P001,製品A,64,1000,64000,日,6,2022
2022-06-05,P002,製品B,109,1500,163500,日,6,2022
2022-06-05,P003,製品C,145,2000,290000,日,6,2022
2022-06-05,P004,製品D,187,2500,467500,日,6,2022
2022-06-05,P005,製品E,181,3000,543000,日,6,2022
2022-06-06,P001,製品A,137,1000,137000,月,6,2022
2022-06-06,P002,製品B,203,1500,304500,月,6,2022
2022-06-06,P003,製品C,226,2000,452000,月,6,2022
2022-06-06,P004,製品D,375,2500,937500,月,6,2022
2022-06-06,P005,製品E,354,3000,1062000,月,6,2022
2022-06-07,P001,製品A,133,1000,133000,火,6,2022
2022-06-07,P002,製品B,178,1500,267000,火,6,2022
2022-06-07,P003,製品C,227,2000,454000,火,6,2022
2022-06-07,P004,製品D,358,2500,895000,火,6,2022
2022-06-07,P005,製品E,387,3000,1161000,火,6,2022
2022-06-08,P001,製品A,150,1000,150000,水,6,2022
2022-06-08,P002,製品B,181,1500,271500,水,6,2022
2022-06-08,P003,製品C,270,2000,540000,水,6,2022
2022-06-08,P004,製品D,347,2500,867500,水,6,2022
2022-06-08,P005,製品E,450,3000,1350000,水,6,2022
2022-06-09,P001,製品A,146,1000,146000,木,6,2022
2022-06-09,P002,製品B,211,1500,316500,木,6,2022
2022-06-09,P003,製品C,288,2000,576000,木,6,2022
2022-06-09,P004,製品D,300,2500,750000,木,6,2022
2022-06-09,P005,製品E,440,3000,1320000,木,6,2022
2022-06-10,P001,製品A,144,1000,144000,金,6,2022
2022-06-10,P002,製品B,203,1500,304500,金,6,2022
2022-06-10,P003,製品C,283,2000,566000,金,6,2022
2022-06-10,P004,製品D,362,2500,905000,金,6,2022
2022-06-10,P005,製品E,433,3000,1299000,金,6,2022
2022-06-11,P001,製品A,104,1000,104000,土,6,2022
2022-06-11,P002,製品B,155,1500,232500,土,6,2022
2022-06-11,P003,製品C,198,2000,396000,土,6,2022
2022-06-11,P004,製品D,209,2500,522500,土,6,2022
2022-06-11,P005,製品E,316,3000,948000,土,6,2022
2022-06-12,P001,製品A,73,1000,73000,日,6,2022
2022-06-12,P002,製品B,89,1500,133500,日,6,2022
2022-06-12,P003,製品C,138,2000,276000,日,6,2022
2022-06-12,P004,製品D,190,2500,475000,日,6,2022
2022-06-12,P005,製品E,184,3000,552000,日,6,2022
2022-06-13,P001,製品A,132,1000,132000,月,6,2022
2022-06-13,P002,製品B,192,1500,288000,月,6,2022
2022-06-13,P003,製品C,237,2000,474000,月,6,2022
2022-06-13,P004,製品D,312,2500,780000,月,6,2022
2022-06-13,P005,製品E,455,3000,1365000,月,6,2022
2022-06-14,P001,製品A,124,1000,124000,火,6,2022
2022-06-14,P002,製品B,207,1500,310500,火,6,2022
2022-06-14,P003,製品C,230,2000,460000,火,6,2022
2022-06-14,P004,製品D,320,2500,800000,火,6,2022
2022-06-14,P005,製品E,372,3000,1116000,火,6,2022
2022-06-15,P001,製品A,137,1000,137000,水,6,2022
2022-06-15,P002,製品B,172,1500,258000,水,6,2022
2022-06-15,P003,製品C,250,2000,500000,水,6,2022
2022-06-15,P004,製品D,331,2500,827500,水,6,2022
2022-06-15,P005,製品E,447,3000,1341000,水,6,2022
2022-06-16,P001,製品A,115,1000,115000,木,6,2022
2022-06-16,P002,製品B,193,1500,289500,木,6,2022
2022-06-16,P003,製品C,233,2000,466000,木,6,2022
2022-06-16,P004,製品D,286,2500,715000,木,6,2022
2022-06-16,P005,製品E,374,3000,1122000,木,6,2022
2022-06-17,P001,製品A,120,1000,120000,金,6,2022
2022-06-17,P002,製品B,212,1500,318000,金,6,2022
2022-06-17,P003,製品C,233,2000,466000,金,6,2022
2022-06-17,P004,製品D,301,2500,752500,金,6,2022
2022-06-17,P005,製品E,371,3000,1113000,金,6,2022
2022-06-18,P001,製品A,80,1000,80000,土,6,2022
2022-06-18,P002,製品B,132,1500,198000,土,6,2022
2022-06-18,P003,製品C,171,2000,342000,土,6,2022
2022-06-18,P004,製品D,238,2500,595000,土,6,2022
2022-06-18,P005,製品E,274,3000,822000,土,6,2022
2022-06-19,P001,製品A,59,1000,59000,日,6,2022
2022-06-19,P002,製品B,95,1500,142500,日,6,2022
2022-06-19,P003,製品C,126,2000,252000,日,6,2022
2022-06-19,P004,製品D,172,2500,430000,日,6,2022
2022-06-19,P005,製品E,210,3000,630000,日,6,2022
2022-06-20,P001,製品A,149,1000,149000,月,6,2022
2022-06-20,P002,製品B,197,1500,295500,月,6,2022
2022-06-20,P003,製品C,235,2000,470000,月,6,2022
2022-06-20,P004,製品D,326,2500,815000,月,6,2022
2022-06-20,P005,製品E,393,3000,1179000,月,6,2022
2022-06-21,P001,製品A,150,1000,150000,火,6,2022
2022-06-21,P002,製品B,190,1500,285000,火,6,2022
2022-06-21,P003,製品C,252,2000,504000,火,6,2022
2022-06-21,P004,製品D,357,2500,892500,火,6,2022
2022-06-21,P005,製品E,370,3000,1110000,火,6,2022
2022-06-22,P001,製品A,116,1000,116000,水,6,2022
2022-06-22,P002,製品B,223,1500,334500,水,6,2022
2022-06-22,P003,製品C,230,2000,460000,水,6,2022
2022-06-22,P004,製品D,296,2500,740000,水,6,2022
2022-06-22,P005,製品E,370,3000,1110000,水,6,2022
2022-06-23,P001,製品A,129,1000,129000,木,6,2022
2022-06-23,P002,製品B,218,1500,327000,木,6,2022
2022-06-23,P003,製品C,255,2000,510000,木,6,2022
2022-06-23,P004,製品D,293,2500,732500,木,6,2022
2022-06-23,P005,製品E,414,3000,1242000,木,6,2022
2022-06-24,P001,製品A,137,1000,137000,金,6,2022
2022-06-24,P002,製品B,214,1500,321000,金,6,2022
2022-06-24,P003,製品C,284,2000,568000,金,6,2022
2022-06-24,P004,製品D,302,2500,755000,金,6,2022
2022-06-24,P005,製品E,383,3000,1149000,金,6,2022
2022-06-25,P001,製品A,100,1000,100000,土,6,2022
2022-06-25,P002,製品B,121,1500,181500,土,6,2022
2022-06-25,P003,製品C,190,2000,380000,土,6,2022
2022-06-25,P004,製品D,224,2500,560000,土,6,2022
2022-06-25,P005,製品E,247,3000,741000,土,6,2022
2022-06-26,P001,製品A,57,1000,57000,日,6,2022
2022-06-26,P002,製品B,86,1500,129000,日,6,2022
2022-06-26,P003,製品C,125,2000,250000,日,6,2022
2022-06-26,P004,製品D,182,2500,455000,日,6,2022
2022-06-26,P005,製品E,222,3000,666000,日,6,2022
